# SYNTHETIC DATA - NOT A REAL CLIENT. Acme Widgets LLC, tax year 2025, ship-to state sales. Lines starting with # are comments.
transaction_id,date,ship_to_state,amount_usd,channel
TXN-00566,2025-03-09,TX,407.21,website
TXN-00567,2025-03-09,TX,409.86,website
TXN-00568,2025-03-09,WA,456.51,website
TXN-00569,2025-03-10,CO,552.67,website
TXN-00570,2025-03-10,CO,993.05,website
TXN-00571,2025-03-10,FL,952.15,wholesale
TXN-00572,2025-03-10,TX,384.29,website
TXN-00573,2025-03-10,TX,403.30,website
TXN-00574,2025-03-10,WA,707.87,marketplace
TXN-00575,2025-03-11,CO,469.92,wholesale
TXN-00576,2025-03-11,CO,530.78,wholesale
TXN-00577,2025-03-11,CO,569.17,website
TXN-00578,2025-03-11,CO,697.91,wholesale
TXN-00579,2025-03-11,CO,1048.14,website
TXN-00580,2025-03-11,TX,560.36,website
TXN-00581,2025-03-11,TX,579.77,wholesale
TXN-00582,2025-03-11,TX,599.31,marketplace
TXN-00583,2025-03-11,TX,729.23,website
TXN-00584,2025-03-11,WA,448.25,website
TXN-00585,2025-03-11,WA,665.02,website
TXN-00586,2025-03-11,WA,703.85,website
TXN-00587,2025-03-12,CA,480.99,wholesale
TXN-00588,2025-03-12,CA,506.14,wholesale
TXN-00589,2025-03-12,CA,949.60,website
TXN-00590,2025-03-12,CO,483.08,wholesale
TXN-00591,2025-03-12,CO,589.41,website
TXN-00592,2025-03-12,CO,1283.05,website
TXN-00593,2025-03-12,FL,821.63,website
TXN-00594,2025-03-12,TX,401.23,website
TXN-00595,2025-03-12,TX,755.98,marketplace
TXN-00596,2025-03-12,TX,870.98,wholesale
TXN-00597,2025-03-13,CA,420.45,website
TXN-00598,2025-03-13,CA,495.87,marketplace
TXN-00599,2025-03-13,CA,952.24,wholesale
TXN-00600,2025-03-13,CO,496.43,wholesale
TXN-00601,2025-03-13,CO,529.60,website
TXN-00602,2025-03-13,CO,796.34,wholesale
TXN-00603,2025-03-13,CO,1080.48,wholesale
TXN-00604,2025-03-13,CO,1338.99,website
TXN-00605,2025-03-13,NY,738.89,website
TXN-00606,2025-03-13,NY,1182.30,website
TXN-00607,2025-03-13,TX,347.70,website
TXN-00608,2025-03-13,TX,406.12,wholesale
TXN-00609,2025-03-13,TX,434.38,website
TXN-00610,2025-03-13,TX,503.82,website
TXN-00611,2025-03-13,TX,553.80,website
TXN-00612,2025-03-13,TX,593.11,wholesale
TXN-00613,2025-03-13,TX,982.86,wholesale
TXN-00614,2025-03-14,CO,508.38,wholesale
TXN-00615,2025-03-14,CO,749.25,website
TXN-00616,2025-03-14,CO,1119.79,marketplace
TXN-00617,2025-03-14,TX,591.68,marketplace
TXN-00618,2025-03-14,TX,608.71,wholesale
TXN-00619,2025-03-14,TX,837.94,website
TXN-00620,2025-03-14,TX,844.94,wholesale
TXN-00621,2025-03-14,WA,506.83,wholesale
TXN-00622,2025-03-15,CA,554.82,website
TXN-00623,2025-03-15,CO,650.25,website
TXN-00624,2025-03-15,CO,800.72,wholesale
TXN-00625,2025-03-15,CO,1024.37,website
TXN-00626,2025-03-15,CO,1041.40,website
TXN-00627,2025-03-15,CO,1220.41,website
TXN-00628,2025-03-15,NY,1921.28,website
TXN-00629,2025-03-15,TX,452.26,website
TXN-00630,2025-03-15,TX,554.77,website
TXN-00631,2025-03-15,TX,649.22,wholesale
TXN-00632,2025-03-15,TX,723.44,website
TXN-00633,2025-03-15,TX,886.25,marketplace
TXN-00634,2025-03-15,TX,932.74,website
TXN-00635,2025-03-15,TX,988.25,website
TXN-00636,2025-03-16,CA,566.28,website
TXN-00637,2025-03-16,CA,586.36,website
TXN-00638,2025-03-16,CO,801.92,website
TXN-00639,2025-03-16,CO,1053.14,website
TXN-00640,2025-03-16,FL,815.82,website
TXN-00641,2025-03-16,TX,555.93,marketplace
TXN-00642,2025-03-16,TX,655.43,website
TXN-00643,2025-03-16,TX,793.08,website
TXN-00644,2025-03-17,CO,530.04,website
TXN-00645,2025-03-17,CO,992.97,wholesale
TXN-00646,2025-03-17,CO,1021.82,website
TXN-00647,2025-03-17,CO,1092.03,website
TXN-00648,2025-03-17,CO,1204.50,website
TXN-00649,2025-03-17,TX,517.75,website
TXN-00650,2025-03-17,TX,670.01,marketplace
TXN-00651,2025-03-17,TX,771.59,website
TXN-00652,2025-03-18,CA,632.20,website
TXN-00653,2025-03-18,CO,876.18,website
TXN-00654,2025-03-18,CO,935.77,website
TXN-00655,2025-03-18,CO,938.20,wholesale
TXN-00656,2025-03-18,CO,1239.29,website
TXN-00657,2025-03-18,CO,1264.92,website
TXN-00658,2025-03-18,FL,858.74,website
TXN-00659,2025-03-18,TX,507.10,wholesale
TXN-00660,2025-03-18,TX,702.49,wholesale
TXN-00661,2025-03-18,WA,488.31,wholesale
TXN-00662,2025-03-19,CA,929.25,website
TXN-00663,2025-03-19,CO,502.52,wholesale
TXN-00664,2025-03-19,CO,1222.88,website
TXN-00665,2025-03-19,CO,1227.77,website
TXN-00666,2025-03-19,CO,1245.85,marketplace
TXN-00667,2025-03-19,TX,481.26,wholesale
TXN-00668,2025-03-19,TX,795.95,website
TXN-00669,2025-03-20,CA,439.16,website
TXN-00670,2025-03-20,CA,757.39,wholesale
TXN-00671,2025-03-20,CO,519.94,website
TXN-00672,2025-03-20,CO,731.67,wholesale
TXN-00673,2025-03-20,CO,1139.46,website
TXN-00674,2025-03-20,CO,1324.27,wholesale
TXN-00675,2025-03-20,TX,632.12,wholesale
TXN-00676,2025-03-20,WA,362.22,wholesale
TXN-00677,2025-03-21,CA,895.53,website
TXN-00678,2025-03-21,CO,508.30,website
TXN-00679,2025-03-21,CO,716.29,wholesale
TXN-00680,2025-03-21,CO,1050.66,wholesale
TXN-00681,2025-03-21,CO,1114.63,website
TXN-00682,2025-03-21,TX,464.08,wholesale
TXN-00683,2025-03-22,CA,716.34,website
TXN-00684,2025-03-22,CO,595.68,website
TXN-00685,2025-03-22,CO,681.93,marketplace
TXN-00686,2025-03-22,CO,1149.73,wholesale
TXN-00687,2025-03-22,CO,1159.53,website
TXN-00688,2025-03-22,TX,609.31,website
TXN-00689,2025-03-22,TX,613.76,website
TXN-00690,2025-03-22,WA,380.56,marketplace
TXN-00691,2025-03-22,WA,607.82,wholesale
TXN-00692,2025-03-22,WA,635.53,website
TXN-00693,2025-03-23,CA,427.31,website
TXN-00694,2025-03-23,CA,927.37,website
TXN-00695,2025-03-23,CA,1099.20,website
TXN-00696,2025-03-23,CO,773.93,wholesale
TXN-00697,2025-03-23,CO,1171.36,website
TXN-00698,2025-03-23,CO,1238.47,website
TXN-00699,2025-03-23,TX,807.79,wholesale
TXN-00700,2025-03-23,WA,324.95,wholesale
TXN-00701,2025-03-23,WA,402.75,wholesale
TXN-00702,2025-03-24,CA,673.97,marketplace
TXN-00703,2025-03-24,CA,946.83,website
TXN-00704,2025-03-24,CO,985.88,website
TXN-00705,2025-03-24,CO,1008.13,wholesale
TXN-00706,2025-03-24,CO,1169.21,website
TXN-00707,2025-03-24,CO,1325.68,website
TXN-00708,2025-03-24,CO,1330.76,marketplace
TXN-00709,2025-03-24,TX,843.51,website
TXN-00710,2025-03-24,TX,881.62,website
TXN-00711,2025-03-24,WA,446.85,website
TXN-00712,2025-03-25,CO,817.74,website
TXN-00713,2025-03-25,CO,935.92,website
TXN-00714,2025-03-25,CO,977.03,wholesale
TXN-00715,2025-03-25,CO,998.77,wholesale
TXN-00716,2025-03-25,CO,1285.24,marketplace
TXN-00717,2025-03-25,WA,608.32,website
TXN-00718,2025-03-26,CO,1030.77,marketplace
TXN-00719,2025-03-26,CO,1162.88,wholesale
TXN-00720,2025-03-26,TX,491.03,wholesale
TXN-00721,2025-03-26,TX,870.79,website
TXN-00722,2025-03-27,CA,885.28,wholesale
TXN-00723,2025-03-27,CO,782.55,wholesale
TXN-00724,2025-03-27,TX,863.34,website
TXN-00725,2025-03-27,WA,407.56,website
TXN-00726,2025-03-28,CA,888.77,website
TXN-00727,2025-03-28,CO,546.64,website
TXN-00728,2025-03-28,CO,687.69,wholesale
TXN-00729,2025-03-28,CO,984.77,marketplace
TXN-00730,2025-03-28,CO,1229.64,website
TXN-00731,2025-03-28,CO,1283.35,website
TXN-00732,2025-03-28,TX,391.16,wholesale
TXN-00733,2025-03-28,TX,932.68,website
TXN-00734,2025-03-29,CO,625.44,website
TXN-00735,2025-03-29,CO,744.27,website
TXN-00736,2025-03-29,CO,855.15,wholesale
TXN-00737,2025-03-29,CO,887.54,website
TXN-00738,2025-03-29,CO,936.03,wholesale
TXN-00739,2025-03-29,CO,1308.40,marketplace
TXN-00740,2025-03-29,TX,410.07,marketplace
TXN-00741,2025-03-29,TX,441.08,wholesale
TXN-00742,2025-03-29,TX,458.05,website
TXN-00743,2025-03-29,TX,820.41,wholesale
TXN-00744,2025-03-29,TX,919.63,website
TXN-00745,2025-03-29,TX,1002.91,wholesale
TXN-00746,2025-03-30,CA,984.78,website
TXN-00747,2025-03-30,CO,510.10,website
TXN-00748,2025-03-30,CO,840.01,wholesale
TXN-00749,2025-03-30,CO,1088.38,website
TXN-00750,2025-03-30,CO,1307.03,website
TXN-00751,2025-03-30,TX,403.47,website
TXN-00752,2025-03-30,TX,424.02,website
TXN-00753,2025-03-30,TX,439.91,marketplace
TXN-00754,2025-03-30,TX,630.29,website
TXN-00755,2025-03-30,TX,906.56,wholesale
TXN-00756,2025-03-30,WA,319.34,website
TXN-00757,2025-03-30,WA,648.36,wholesale
TXN-00758,2025-03-31,CO,479.19,website
TXN-00759,2025-03-31,CO,577.41,website
TXN-00760,2025-03-31,CO,616.63,website
TXN-00761,2025-03-31,CO,741.65,marketplace
TXN-00762,2025-03-31,CO,1278.15,website
TXN-00763,2025-03-31,TX,351.73,wholesale
TXN-00764,2025-03-31,TX,489.54,marketplace
TXN-00765,2025-03-31,TX,903.34,website
TXN-00766,2025-04-01,CA,549.51,website
TXN-00767,2025-04-01,CO,507.22,website
TXN-00768,2025-04-01,CO,1053.24,wholesale
TXN-00769,2025-04-01,CO,1144.05,website
TXN-00770,2025-04-01,CO,1275.58,website
TXN-00771,2025-04-01,NY,747.47,website
TXN-00772,2025-04-01,TX,791.52,wholesale
TXN-00773,2025-04-02,CA,726.17,wholesale
TXN-00774,2025-04-02,CA,1044.85,website
TXN-00775,2025-04-02,CO,677.38,wholesale
TXN-00776,2025-04-02,CO,1288.08,website
TXN-00777,2025-04-02,TX,1028.57,website
TXN-00778,2025-04-03,CA,910.24,wholesale
TXN-00779,2025-04-03,CA,1095.09,wholesale
TXN-00780,2025-04-03,CO,572.76,wholesale
TXN-00781,2025-04-03,CO,1275.23,wholesale
TXN-00782,2025-04-03,CO,1334.39,website
TXN-00783,2025-04-03,TX,396.16,website
TXN-00784,2025-04-03,TX,595.97,website
TXN-00785,2025-04-03,TX,867.68,wholesale
TXN-00786,2025-04-03,TX,958.34,website
TXN-00787,2025-04-04,CA,502.12,wholesale
TXN-00788,2025-04-04,CA,890.77,wholesale
TXN-00789,2025-04-04,CA,1093.28,website
TXN-00790,2025-04-04,CO,474.15,website
TXN-00791,2025-04-04,CO,889.43,wholesale
TXN-00792,2025-04-04,CO,1168.07,website
TXN-00793,2025-04-04,CO,1275.59,website
TXN-00794,2025-04-04,TX,400.29,wholesale
TXN-00795,2025-04-04,TX,810.52,website
TXN-00796,2025-04-05,CA,697.29,website
TXN-00797,2025-04-05,CO,492.68,website
TXN-00798,2025-04-05,CO,654.12,website
TXN-00799,2025-04-05,CO,1091.28,website
TXN-00800,2025-04-05,TX,413.97,website
TXN-00801,2025-04-05,TX,482.66,website
TXN-00802,2025-04-05,TX,760.97,website
TXN-00803,2025-04-05,TX,944.44,website
TXN-00804,2025-04-05,WA,293.47,website
TXN-00805,2025-04-05,WA,641.50,website
TXN-00806,2025-04-06,CO,469.15,website
TXN-00807,2025-04-06,CO,514.42,wholesale
TXN-00808,2025-04-06,CO,1317.77,wholesale
TXN-00809,2025-04-06,FL,916.40,wholesale
TXN-00810,2025-04-06,TX,497.48,website
TXN-00811,2025-04-06,WA,417.41,marketplace
TXN-00812,2025-04-06,WA,564.64,website
TXN-00813,2025-04-07,CO,568.45,website
TXN-00814,2025-04-07,CO,586.52,website
TXN-00815,2025-04-07,CO,1046.92,wholesale
TXN-00816,2025-04-07,CO,1052.51,website
TXN-00817,2025-04-07,CO,1239.53,website
TXN-00818,2025-04-07,TX,523.19,website
TXN-00819,2025-04-07,TX,939.72,website
TXN-00820,2025-04-08,CO,516.37,marketplace
TXN-00821,2025-04-08,CO,812.84,website
TXN-00822,2025-04-08,CO,1157.44,website
TXN-00823,2025-04-08,TX,519.53,marketplace
TXN-00824,2025-04-08,TX,590.60,website
TXN-00825,2025-04-08,TX,760.34,marketplace
TXN-00826,2025-04-08,TX,1019.58,website
TXN-00827,2025-04-08,WA,339.32,website
TXN-00828,2025-04-08,WA,361.02,website
TXN-00829,2025-04-09,CO,950.18,website
TXN-00830,2025-04-09,NY,1615.30,marketplace
TXN-00831,2025-04-09,NY,1824.93,website
TXN-00832,2025-04-09,TX,591.67,website
TXN-00833,2025-04-09,TX,668.60,website
TXN-00834,2025-04-09,TX,810.41,website
TXN-00835,2025-04-10,CA,1082.86,website
TXN-00836,2025-04-10,CO,471.93,website
TXN-00837,2025-04-10,CO,740.79,website
TXN-00838,2025-04-10,CO,835.50,wholesale
TXN-00839,2025-04-10,CO,852.12,website
TXN-00840,2025-04-10,CO,930.96,website
TXN-00841,2025-04-10,CO,1005.33,marketplace
TXN-00842,2025-04-10,CO,1180.56,marketplace
TXN-00843,2025-04-10,FL,737.36,wholesale
TXN-00844,2025-04-10,NY,1401.04,wholesale
TXN-00845,2025-04-10,TX,449.03,website
TXN-00846,2025-04-10,TX,507.19,website
TXN-00847,2025-04-10,TX,606.95,wholesale
TXN-00848,2025-04-10,TX,1007.67,website
TXN-00849,2025-04-11,CA,693.98,marketplace
TXN-00850,2025-04-11,CA,767.56,wholesale
TXN-00851,2025-04-11,CO,477.88,website
TXN-00852,2025-04-11,CO,575.80,wholesale
TXN-00853,2025-04-11,CO,781.38,website
TXN-00854,2025-04-11,CO,1124.33,wholesale
TXN-00855,2025-04-11,CO,1289.97,wholesale
TXN-00856,2025-04-11,TX,618.45,website
TXN-00857,2025-04-12,CO,512.41,website
TXN-00858,2025-04-12,CO,572.85,wholesale
TXN-00859,2025-04-12,CO,1036.66,website
TXN-00860,2025-04-12,CO,1315.44,marketplace
TXN-00861,2025-04-12,CO,1329.26,wholesale
TXN-00862,2025-04-12,TX,715.82,wholesale
TXN-00863,2025-04-12,TX,912.38,website
TXN-00864,2025-04-12,TX,1021.39,website
TXN-00865,2025-04-12,WA,496.30,website
TXN-00866,2025-04-12,WA,566.00,website
TXN-00867,2025-04-13,CA,945.16,wholesale
TXN-00868,2025-04-13,CO,600.62,wholesale
TXN-00869,2025-04-13,TX,632.52,website
TXN-00870,2025-04-13,TX,870.03,website
TXN-00871,2025-04-14,CA,759.05,marketplace
TXN-00872,2025-04-14,CA,870.71,wholesale
TXN-00873,2025-04-14,CO,613.58,website
TXN-00874,2025-04-14,CO,928.14,marketplace
TXN-00875,2025-04-14,CO,1062.42,website
TXN-00876,2025-04-14,CO,1128.69,wholesale
TXN-00877,2025-04-14,CO,1216.22,website
TXN-00878,2025-04-14,CO,1238.68,website
TXN-00879,2025-04-14,CO,1331.83,website
TXN-00880,2025-04-15,CO,640.50,wholesale
TXN-00881,2025-04-15,CO,1090.68,website
TXN-00882,2025-04-15,CO,1297.41,website
TXN-00883,2025-04-15,TX,966.46,wholesale
TXN-00884,2025-04-16,CA,367.86,website
TXN-00885,2025-04-16,CO,733.12,wholesale
TXN-00886,2025-04-16,CO,899.80,website
TXN-00887,2025-04-16,CO,1146.05,website
TXN-00888,2025-04-16,CO,1242.72,website
TXN-00889,2025-04-16,TX,544.75,website
TXN-00890,2025-04-16,TX,557.29,wholesale
TXN-00891,2025-04-16,TX,832.71,website
TXN-00892,2025-04-17,CA,461.26,website
TXN-00893,2025-04-17,CA,821.41,wholesale
TXN-00894,2025-04-17,TX,466.98,wholesale
TXN-00895,2025-04-17,TX,532.98,wholesale
TXN-00896,2025-04-17,TX,548.71,wholesale
TXN-00897,2025-04-17,TX,907.49,website
TXN-00898,2025-04-18,CA,976.74,website
TXN-00899,2025-04-18,CA,1038.08,wholesale
TXN-00900,2025-04-18,CO,456.74,website
TXN-00901,2025-04-18,CO,1225.84,website
TXN-00902,2025-04-18,TX,370.47,marketplace
TXN-00903,2025-04-18,TX,780.07,website
TXN-00904,2025-04-18,TX,783.99,website
TXN-00905,2025-04-18,WA,533.77,website
TXN-00906,2025-04-19,CO,1168.23,website
TXN-00907,2025-04-19,CO,1172.54,wholesale
TXN-00908,2025-04-19,CO,1210.64,website
TXN-00909,2025-04-19,FL,705.14,website
TXN-00910,2025-04-19,TX,793.77,website
TXN-00911,2025-04-19,TX,926.46,wholesale
TXN-00912,2025-04-19,TX,946.92,wholesale
TXN-00913,2025-04-19,WA,473.69,website
TXN-00914,2025-04-20,CA,857.30,wholesale
TXN-00915,2025-04-20,CO,731.33,marketplace
TXN-00916,2025-04-20,CO,1085.13,website
TXN-00917,2025-04-20,CO,1192.78,website
TXN-00918,2025-04-20,FL,1233.47,website
TXN-00919,2025-04-20,TX,571.19,website
TXN-00920,2025-04-20,TX,571.37,wholesale
TXN-00921,2025-04-20,WA,560.78,website
TXN-00922,2025-04-21,CA,548.66,wholesale
TXN-00923,2025-04-21,CA,903.54,website
TXN-00924,2025-04-21,CA,1055.06,website
TXN-00925,2025-04-21,CO,962.03,website
TXN-00926,2025-04-21,CO,1180.66,website
TXN-00927,2025-04-21,CO,1246.61,website
TXN-00928,2025-04-21,TX,717.85,wholesale
TXN-00929,2025-04-21,TX,847.03,website
TXN-00930,2025-04-21,TX,955.82,website
TXN-00931,2025-04-21,WA,381.64,website
TXN-00932,2025-04-21,WA,422.78,wholesale
TXN-00933,2025-04-22,CA,799.69,wholesale
TXN-00934,2025-04-22,CO,483.70,website
TXN-00935,2025-04-22,CO,592.47,wholesale
TXN-00936,2025-04-22,CO,1205.41,wholesale
TXN-00937,2025-04-22,CO,1260.49,wholesale
TXN-00938,2025-04-22,NY,794.64,website
TXN-00939,2025-04-22,TX,750.90,marketplace
TXN-00940,2025-04-22,TX,950.54,website
TXN-00941,2025-04-22,TX,965.34,wholesale
TXN-00942,2025-04-23,CA,428.89,website
TXN-00943,2025-04-23,CO,789.28,website
TXN-00944,2025-04-24,CA,573.73,wholesale
TXN-00945,2025-04-24,CA,620.46,website
TXN-00946,2025-04-24,CA,647.75,wholesale
TXN-00947,2025-04-24,CO,462.36,wholesale
TXN-00948,2025-04-24,CO,487.70,marketplace
TXN-00949,2025-04-24,CO,872.37,website
TXN-00950,2025-04-24,CO,888.62,wholesale
TXN-00951,2025-04-24,CO,946.95,website
TXN-00952,2025-04-24,CO,1031.52,wholesale
TXN-00953,2025-04-24,CO,1067.78,wholesale
TXN-00954,2025-04-24,CO,1124.40,wholesale
TXN-00955,2025-04-24,CO,1135.96,website
TXN-00956,2025-04-24,TX,366.57,website
TXN-00957,2025-04-24,TX,393.28,wholesale
TXN-00958,2025-04-24,TX,841.26,website
TXN-00959,2025-04-24,TX,858.63,website
TXN-00960,2025-04-25,CA,596.82,website
TXN-00961,2025-04-25,CA,959.17,marketplace
TXN-00962,2025-04-25,CO,537.32,website
TXN-00963,2025-04-25,CO,545.62,marketplace
TXN-00964,2025-04-25,CO,758.19,wholesale
TXN-00965,2025-04-25,CO,1097.04,website
TXN-00966,2025-04-25,CO,1106.72,website
TXN-00967,2025-04-25,CO,1162.28,website
TXN-00968,2025-04-25,TX,581.29,wholesale
TXN-00969,2025-04-25,WA,758.39,website
TXN-00970,2025-04-26,CA,387.74,wholesale
TXN-00971,2025-04-26,CA,527.05,website
TXN-00972,2025-04-26,CO,535.72,website
TXN-00973,2025-04-26,CO,715.13,marketplace
TXN-00974,2025-04-26,CO,756.76,website
TXN-00975,2025-04-26,CO,758.52,website
TXN-00976,2025-04-26,CO,1026.54,website
TXN-00977,2025-04-26,FL,1357.58,website
TXN-00978,2025-04-26,TX,378.56,website
TXN-00979,2025-04-26,TX,752.18,wholesale
TXN-00980,2025-04-26,TX,752.34,website
TXN-00981,2025-04-26,TX,825.04,marketplace
TXN-00982,2025-04-26,WA,570.95,website
TXN-00983,2025-04-27,CA,616.41,wholesale
TXN-00984,2025-04-27,CO,975.84,website
TXN-00985,2025-04-27,CO,1088.40,wholesale
TXN-00986,2025-04-27,TX,374.82,website
TXN-00987,2025-04-27,TX,425.05,website
TXN-00988,2025-04-27,TX,640.63,website
TXN-00989,2025-04-27,TX,772.16,marketplace
TXN-00990,2025-04-27,WA,431.26,website
TXN-00991,2025-04-27,WA,668.81,website
TXN-00992,2025-04-28,CA,887.39,marketplace
TXN-00993,2025-04-28,CO,648.24,website
TXN-00994,2025-04-28,CO,720.29,marketplace
TXN-00995,2025-04-28,CO,1257.18,website
TXN-00996,2025-04-28,NY,936.24,marketplace
TXN-00997,2025-04-29,CO,618.15,wholesale
TXN-00998,2025-04-29,CO,999.98,website
TXN-00999,2025-04-29,CO,1013.86,website
TXN-01000,2025-04-29,TX,991.51,website
TXN-01001,2025-04-29,WA,379.24,wholesale
TXN-01002,2025-04-30,CO,465.13,wholesale
TXN-01003,2025-04-30,CO,919.87,website
TXN-01004,2025-04-30,CO,1086.41,marketplace
TXN-01005,2025-04-30,CO,1100.44,website
TXN-01006,2025-04-30,TX,821.70,website
TXN-01007,2025-04-30,TX,834.41,website
TXN-01008,2025-05-01,CA,753.30,website
TXN-01009,2025-05-01,CO,484.66,website
TXN-01010,2025-05-01,CO,570.56,website
TXN-01011,2025-05-01,CO,750.28,website
TXN-01012,2025-05-01,CO,767.69,marketplace
TXN-01013,2025-05-01,CO,865.28,website
TXN-01014,2025-05-01,CO,1001.07,website
TXN-01015,2025-05-01,CO,1124.27,website
TXN-01016,2025-05-01,CO,1147.03,website
TXN-01017,2025-05-01,CO,1192.80,wholesale
TXN-01018,2025-05-01,NY,863.18,website
TXN-01019,2025-05-01,TX,383.94,wholesale
TXN-01020,2025-05-01,TX,511.29,website
TXN-01021,2025-05-01,TX,628.60,website
TXN-01022,2025-05-01,TX,729.56,wholesale
TXN-01023,2025-05-02,CA,562.19,wholesale
TXN-01024,2025-05-02,CA,704.40,website
TXN-01025,2025-05-02,CO,835.36,website
TXN-01026,2025-05-02,CO,909.47,website
TXN-01027,2025-05-02,CO,971.01,wholesale
TXN-01028,2025-05-02,CO,1091.98,wholesale
TXN-01029,2025-05-02,TX,689.51,wholesale
TXN-01030,2025-05-02,TX,988.61,website
TXN-01031,2025-05-03,CO,575.41,wholesale
TXN-01032,2025-05-03,CO,681.98,marketplace
TXN-01033,2025-05-03,CO,757.06,marketplace
TXN-01034,2025-05-03,TX,369.04,wholesale
TXN-01035,2025-05-03,TX,981.12,website
TXN-01036,2025-05-04,CA,373.79,marketplace
TXN-01037,2025-05-04,CA,717.55,marketplace
TXN-01038,2025-05-04,CA,896.71,website
TXN-01039,2025-05-04,CA,971.95,wholesale
TXN-01040,2025-05-04,CO,495.09,website
TXN-01041,2025-05-04,CO,526.60,website
TXN-01042,2025-05-04,WA,393.08,website
TXN-01043,2025-05-05,CA,838.16,wholesale
TXN-01044,2025-05-05,CA,1025.81,website
TXN-01045,2025-05-05,CO,719.21,wholesale
TXN-01046,2025-05-05,TX,376.41,website
TXN-01047,2025-05-06,CA,719.59,website
TXN-01048,2025-05-06,CO,1250.11,website
TXN-01049,2025-05-06,FL,833.82,wholesale
TXN-01050,2025-05-06,TX,487.88,website
TXN-01051,2025-05-07,CA,471.47,wholesale
TXN-01052,2025-05-07,CA,768.65,website
TXN-01053,2025-05-07,CA,770.47,website
TXN-01054,2025-05-07,CA,862.14,website
TXN-01055,2025-05-07,CO,548.30,website
TXN-01056,2025-05-07,CO,728.96,website
TXN-01057,2025-05-07,CO,853.49,wholesale
TXN-01058,2025-05-07,CO,959.91,marketplace
TXN-01059,2025-05-07,TX,473.78,website
TXN-01060,2025-05-07,TX,484.21,website
TXN-01061,2025-05-08,CA,381.97,marketplace
TXN-01062,2025-05-08,CO,952.40,marketplace
TXN-01063,2025-05-08,CO,1126.91,website
TXN-01064,2025-05-08,CO,1277.85,website
TXN-01065,2025-05-08,FL,1318.94,wholesale
TXN-01066,2025-05-08,WA,746.86,wholesale
TXN-01067,2025-05-09,CA,609.66,marketplace
TXN-01068,2025-05-09,CA,673.57,website
TXN-01069,2025-05-09,CA,867.84,wholesale
TXN-01070,2025-05-09,CO,658.66,wholesale
TXN-01071,2025-05-09,CO,660.83,wholesale
TXN-01072,2025-05-09,CO,746.57,wholesale
TXN-01073,2025-05-09,CO,953.72,wholesale
TXN-01074,2025-05-09,NY,1736.35,wholesale
TXN-01075,2025-05-09,TX,982.89,website
TXN-01076,2025-05-10,CO,916.90,website
TXN-01077,2025-05-10,CO,918.31,website
TXN-01078,2025-05-10,CO,1047.47,wholesale
TXN-01079,2025-05-10,TX,478.67,website
TXN-01080,2025-05-10,TX,951.21,website
TXN-01081,2025-05-10,WA,529.80,wholesale
TXN-01082,2025-05-10,WA,727.53,wholesale
TXN-01083,2025-05-11,CA,739.29,website
TXN-01084,2025-05-11,CA,872.57,website
TXN-01085,2025-05-11,CO,687.79,wholesale
TXN-01086,2025-05-11,CO,879.71,website
TXN-01087,2025-05-11,CO,943.65,website
TXN-01088,2025-05-11,CO,1093.33,website
TXN-01089,2025-05-11,CO,1250.16,website
TXN-01090,2025-05-11,TX,854.02,website
TXN-01091,2025-05-11,TX,927.93,wholesale
TXN-01092,2025-05-11,WA,282.71,website
TXN-01093,2025-05-11,WA,608.52,website
TXN-01094,2025-05-12,CO,664.59,website
TXN-01095,2025-05-12,CO,1014.91,wholesale
TXN-01096,2025-05-12,CO,1065.17,website
TXN-01097,2025-05-12,NY,1714.82,website
TXN-01098,2025-05-12,WA,737.48,wholesale
TXN-01099,2025-05-13,CA,832.20,wholesale
TXN-01100,2025-05-13,CA,1007.57,website
TXN-01101,2025-05-13,CO,641.93,website
TXN-01102,2025-05-13,CO,944.57,website
TXN-01103,2025-05-13,NY,1144.46,wholesale
TXN-01104,2025-05-13,TX,701.72,marketplace
TXN-01105,2025-05-13,TX,783.78,website
TXN-01106,2025-05-13,TX,791.36,website
TXN-01107,2025-05-13,TX,819.65,marketplace
TXN-01108,2025-05-13,TX,886.42,wholesale
TXN-01109,2025-05-13,TX,952.11,website
TXN-01110,2025-05-14,CA,523.94,marketplace
TXN-01111,2025-05-14,CA,1005.38,website
TXN-01112,2025-05-14,CO,606.49,website
TXN-01113,2025-05-14,CO,637.08,website
TXN-01114,2025-05-14,CO,810.27,wholesale
TXN-01115,2025-05-14,CO,1153.54,website
TXN-01116,2025-05-14,TX,491.59,marketplace
TXN-01117,2025-05-14,TX,744.83,website
TXN-01118,2025-05-15,CA,447.18,website
TXN-01119,2025-05-15,CA,652.30,website
TXN-01120,2025-05-15,CO,821.04,website
TXN-01121,2025-05-15,CO,1118.98,website
TXN-01122,2025-05-15,CO,1127.00,wholesale
TXN-01123,2025-05-15,CO,1136.04,wholesale
TXN-01124,2025-05-15,CO,1185.79,website
TXN-01125,2025-05-15,CO,1253.68,wholesale
TXN-01126,2025-05-15,CO,1254.35,wholesale
TXN-01127,2025-05-15,CO,1273.67,website
TXN-01128,2025-05-15,FL,1282.09,website
TXN-01129,2025-05-15,TX,660.73,website
TXN-01130,2025-05-15,TX,775.45,wholesale
TXN-01131,2025-05-15,TX,796.98,website
TXN-01132,2025-05-15,TX,894.60,wholesale
TXN-01133,2025-05-16,CO,458.63,wholesale
